topic_id,rawg_tags,full_game_tags
Limbus_Company,2d|anime|cartoon|colorful|dark fantasy|in-app purchases|lore-rich|mystery|pve|roguelite|rpg|sci-fi|singleplayer|story rich|strategy rpg|turn based strategy|turn-based combat|turn-based tactics|visual novel,adventure|anime|gacha system|horror|non-fiction|rpg|science fiction|strategy|visual novel
PEAK,2d|3d|action roguelike|atmospheric|auto battler|character customization|co-op|combat|comedy|exploration|family sharing|first-person|funny|gambling|horror|idle-игра|idler|investigation|life sim|martial arts|multiplayer|mystery|ninja|online co-op|partial controller support|physics|post-apocalyptic|procedural generation|pve|real time tactics|relaxing|singleplayer|steam achievements|survival horror|time management|автобаттлер|постапокалипсис,3d|3d platform|achievements|action|adventure|atmospheric|character customization|climbing|cloud saves|controller support|desert|dualsense support for pc|dualshock 4 support for pc|exploration|hiking|indie|jumping|lava|nature|online co-op|online coop|online multiplayer|open world|platform|procedural generation|procedurally generated|proximity voice chat|rock climbing|running|stamina|steam achievements|steam cloud|steam deck|steam families|wall climbing|xbox controller support for pc
Stranger_Watch,dark|family sharing|horror|partial controller support|singleplayer,action|adventure|ai-generated artwork|ai-generated sound effects|indie
Shiren_the_Wanderer,rpg,a.i. companion|animal companions|boss fight|breaking the fourth wall|fan translation|fantasy|grid-based movement|historical|leveling up|loot gathering|magic|male protagonist|merchants|nintendo power|non-player character|on-the-fly character switching|randomly generated dungeons|randomly generated maps|roguelike|rpg|shopping|silent protagonist|status effects|strategy|tactical turn-based combat|talking animals|upgradeable weapons|wii classic controller support|world map
BioShock,action rpg|alternate history|atmospheric|classic|dark|dystopian|first-person|fps|great soundtrack|horror|partial controller support|political|rpg|sci-fi|singleplayer|steampunk|story rich|underwater,1950s|action|adventure|demake|hack and slash|hacking|shooter|thriller
Epic_Seven,android|brain|candy|endless|epic|galaxy|mobile|multiplayer|rpg|youtube,fantasy|rpg|simulator|turn based strategy
Meg's_Monster,2d|choices matter|choose your own adventure|colorful|cute|dark|emotional|family friendly|full controller support|funny|interactive fiction|jrpg|linear|pixel graphics|retro|rpg|singleplayer|steam achievements|steam cloud|story rich|underground,2d|adventure|choices matter|comedy|dark|emotional|fantasy|indie|jrpg|pixel graphics|retro|rpg|story rich|strategy
Undying,partial controller support|singleplayer|survival|violent,action|adventure|horror|indie|rpg|strategy
A_Difficult_Game_About_Climbing,2.5d|2d|2d platformer|2d-платформер|difficult|family sharing|full controller support|funny|hentai|horror|linear|nature|parkour|philosophical|physics|platformers|precision platformer|singleplayer|steam achievements|steam cloud|surreal|survival|third person|хентай,action|adventure|indie|platform|puzzle|simulator
Chrono_Cross,character|controller|exclusive|kid|memory|multiplayer|rpg|singleplayer|square,fantasy|open world|rpg
Aquarium,anime|cute|dating sim|environment|fish|friends|hentai|neon|online|plants|romance|sexual content|singleplayer|story rich|tank|visual novel|water|романтика|хентай,backwards compatibility|business|digital distribution|management|playstation network|playstation tv support|psone classics|simulator|strategy
Hollow_Knight,2d|atmospheric|controller|controller support|cute|dark fantasy|difficult|exploration|full controller support|gothic|great soundtrack|hand-drawn|metroidvania|multiple endings|open world|side scroller|singleplayer|steam achievements|steam cloud|steam-trading-cards|story rich,action|adventure|fantasy|platform|porting mod|unofficial|unofficial port
Ultimate_Fishing_Simulator,fishing,adventure|fishing|simulator|sport
Mindhack,anime|choices matter|choose your own adventure|dark humor|dystopian|early access|first-person|futuristic|great soundtrack|hacking|philosophical|psychological|sci-fi|singleplayer|story rich|text-based|typing|visual novel,adventure|dystopian|hacking|indie|object head|visual novel
The_Exit_8,3d|atmospheric|cinematic|controller|exploration|first-person|full controller support|funny|horror|immersive sim|linear|modern|mystery|psychological|realistic|singleplayer|surreal|walking simulator,3d|adventure|anomaly hunt|atmospheric|cinematic|exploration|funny|horror|immersive|indie|modern|mystery|psychological|psychological horror|puzzle|realistic|simulator|surreal|walking simulator
supertype,fall|sound,casual|puzzle
Warlander,3d|action rpg|character customization|class-based|competitive|cross-platform multiplayer|fantasy|full controller support|funny|hack and slash|in-app purchases|magic|medieval|moba|multiplayer|online pvp|pvp|rpg|singleplayer|swordplay|tactical rpg|team-based|third person|violent|war,action|competitive|fantasy|free to play|hack and slash|magic|medieval|moba|online multiplayer|pvp|shooter|siege warfare|swordplay|tactical|war|warfare
OMUSUBI,2d|family sharing|horror|pixel graphics|rpg|singleplayer,adventure|female protagonist|horror|indie|japanese culture|japanese folklore|pixel art|pixel graphics|rpg
Convenience_Store,16-bit|2d|clicker|endless|my first game jam|singleplayer|steam achievements|steam cloud,simulator
The_Stanley_Parable,atmospheric|captions available|choices matter|comedy|dynamic narration|exploration|first-person|full controller support|funny|multiple endings|narration|psychological|satire|short|singleplayer|story rich|surreal|walking simulator,adventure|breaking the fourth wall|color separation|comedy|darkness|death|digital distribution|dynamic narrative|igf awards|indie|male protagonist|meta|mod origin|multiple endings|narration|narrative-driven|pax prime 2013|steam|steam achievements|steam cloud|steam greenlight|surreal|unreliable narrator|vending machine interaction|voice acting|walking simulator|xbox controller support for pc
Kikai,difficult|game boy|gamemaker|on-rails shooter|one-hit-kill|pixel graphics|shoot em up,action|adventure|indie
Phasmophobia,3d|co-op|cross-platform multiplayer|dark|demons|detective|early access|first-person|horror|investigation|lovecraftian|multiplayer|mystery|online co-op|singleplayer|supernatural|tactical|thriller|vr,action|cross-platform multiplayer|detective|ghost|horror|indie|investigation|puzzle|supernatural|survival horror|tactical|thriller
Pocket_Mirror,exploration|horror|mystery|rpgmaker|story rich|surreal,abstract|adventure|anime|horror|mystery|puzzle|rpg
The_Survivalists,co-op|full controller support|multiplayer|online co-op|pixel graphics|sandbox|singleplayer|steam achievements|steam cloud|survival,action|adventure|indie|previously on - apple arcade|rpg|simulator|strategy
Poly_Bridge,building|crafting|crime|difficult|education|free to play|funny|great soundtrack|includes level editor|level editor|open world|physics|puzzles|sandbox|singleplayer|stats|steam achievements|steam cloud|steam leaderboards|steam workshop|steam-trading-cards,bridge building|building|digital distribution|educational|indie|pax prime 2015|physics|puzzle|sandbox|simulator
Enjoy_the_Diner,atmospheric|choose your own adventure|conversation|drama|full controller support|futuristic|pixel graphics|point and click|relaxing|singleplayer|steam achievements|steam cloud|visual novel,adventure|atmospheric|drama|futuristic|indie|music|pixel graphics|point-and-click|relaxing|visual novel
Gang_Beasts,4 giocatori divano|4 player local|beat em up|co-op|colorful|comedy|early access|full controller support|funny|great soundtrack|local multiplayer|multiplayer|online multiplayer|physics|sandbox|singleplayer|soft-body physics|split screen|third person,action|brawler|comedy|conveyor belt|customizable characters|digital distribution|fighting|funny|grapple|indie|kids|melee|party|pax east 2016|pax prime 2014|pax prime 2015|pax west 2016|pax west 2017|physics|playstation experience 2015|playstation experience 2016|polygonal 3d|pre-release public testing|ragdoll physics|steam greenlight|wilhelm scream
Marshmallow,marshmallow|meaningful-choices|text based|wait|waiting,yume nikki fangame
Selling_Souls,3d|controller|exploration|first-person|full controller support|horror|singleplayer|walking simulator,adventure|horror|simulator
R.E.P.O.,3d|action roguelike|co-op|comedy|dystopian|early access|exploration|family sharing|first-person|horror|multiplayer|online co-op|perma death|physics|post-apocalyptic|procedural generation|robots|sci-fi|singleplayer|stealth|steam cloud|survival|постапокалипсис,3d|action|cosmic horror|horror|indie|money|online coop|proximity voice chat|roguelite|science fiction|stealth|strategy|survival|upgrades
AK-xolotl,2d|action roguelike|arena shooter|bullet hell|cartoony|colorful|cute|difficult|dungeon crawler|full controller support|funny|pixel graphics|roguelike|roguelite|rpg|singleplayer|steam achievements|steam cloud|top-down shooter|twin stick shooter|арена-шутер,action|adventure|arcade|axolotl|bullet hell|indie|indie developer|pixel art|roguelike|roguelite|shooter|warfare
Re≒Connect_Exit_LOOP,action-adventure|cinematic|collectathon|cute|dark fantasy|exploration|family sharing|full controller support|hidden object|life sim|open world|psychedelic|psychological|realistic|sci-fi|singleplayer|space sim|spectacle fighter|stealth|survival,action
MiSide,2d|3d|action-adventure|atmospheric|conversation|cute|drama|family sharing|first-person|hidden object|horror|life sim|modern|rpg|singleplayer|steam achievements|story rich|thriller,adventure|anime|cute|girls|horror|indie|mystery|romance|story rich|thriller
Totally_Accurate_Battle_Simulator,1980s|comedy|difficult|fps|funny|medieval|memes|multiplayer|open world|physics|realistic|sandbox|singleplayer|war,action|archery|comedy|fighting|indie|simulator|strategy|warfare
Twelve_Minutes,full controller support|sexual content|singleplayer|steam achievements|steam cloud,action|adventure|groundhog day scenario|indie|mystery|point-and-click|puzzle|real-time|thriller|time loop|time travel
Tunic,full controller support|isometric|singleplayer,3d|achievements|action|adventure|anthropomorphism|atmospheric|battle|bombs|cheat code|cloud saves|colorful|controller support|cute|difficult|digital distribution|exploration|family friendly|fantasy|forest|fox|great soundtrack|health|hidden secrets|indie|melee|melee combat|new game plus|non-linear|pax west 2016|pax west 2017|puzzle|rpg|secret area|shield|soulslike|speedrun mode|stamina|steam achievements|steam cloud|steam families|stylized|sword|xbox controller support for pc
Cat_Goes_Fishing,2d|cats|cute|fishing|horror|illuminati|relaxing|singleplayer|steam achievements|steam cloud|steam-trading-cards|underwater,aquatic|billiards|fishing|indie|simulator
Unpacking,2d|atmospheric|cute|family friendly|female protagonist|full controller support|isometric|management|mouse only|pixel graphics|point and click|relaxing|singleplayer|steam achievements,indie|kids|simulator
Chillquarium,2d|atmospheric|clicker|collectathon|colorful|creature collector|cute|family friendly|fishing|idle-игра|idler|nature|relaxing|resource management|sandbox|singleplayer|stats|steam achievements|time management|tutorial|underwater,aquarium|creature collector|fish|idle game|idler|simulator
MYRIAD_DEATH,2d|action roguelike|bullet hell|controller|dark comedy|destruction|exploration|family sharing|female protagonist|full controller support|gore|hack and slash|pixel graphics|roguelite|singleplayer|sniper|steam achievements|steam cloud|top-down|top-down shooter|violent|протагонистка,action|fantasy|hololive|horror|indie|shooter
TrickShot_Simulator,3d|family sharing|first-person|immersive sim|physics|realistic|singleplayer|sniper|steam achievements|steam cloud,indie|simulator
Amanda_the_Adventurer,1990s|3d|atmospheric|choose your own adventure|colorful|creepy|dark|dread-xp|exploration|first-person|glitch|horror|interactive fiction|mystery|old school|point and click|psychological|short|singleplayer|spooky|steam achievements|story rich|stylized|supernatural|unity|weird,adventure|creepy|dark|horror|indie|puzzle
Food_Delivery_Service,3d|atmospheric|choices matter|choose your own adventure|controller|conversation|faith|full controller support|hidden object|horror|multiple endings|psychological|realistic|remote play on phone|remote play on tablet|remote play on tv|singleplayer|steam achievements|story rich|violent|walking simulator,adventure|indie|simulator
A_Space_for_the_Unbound,1990s|2d|atmospheric|emotional|exploration|foreign|full controller support|great soundtrack|philosophical|pixel graphics|psychological|relaxing|singleplayer|story rich|supernatural|surreal,action|adventure|anime|drama|exploration|indie|mental health|puzzle|slice of life|story rich|walking simulator
The_Headliners,action-adventure|co-op|destruction|family sharing|first-person|full controller support|funny|gore|horror|multiplayer|online co-op|singleplayer|survival horror|team-based|violent,action|adventure|horror|indie
Dark_Deception,dark|first-person|horror|maze|monsters|rpg|runner|singleplayer|unreal engine,action|adventure|arcade|collectibles|horror|indie|maze|polygonal 3d|rpg|voice acting
Doki_Doki_AI_Interrogation,alternate history|artificial intelligence|choose your own adventure|cinematic|conversation|detective|drama|emotional|family sharing|futuristic|interactive fiction|investigation|mystery|procedural generation|realistic|sci-fi|science|singleplayer|steam achievements|steam cloud|story rich,adventure|ai|indie|mystery|simulator
The_Typing_of_the_Dead,multiplayer|singleplayer,action|alternate reality|boss fight|comedy|cross genre|death|difficulty level|educational|edutainment|game title announcer|horror|keyboard and mouse support for consoles|leaderboard|minigames|multiple endings|multiple enemy boss fights|polygonal 3d|rail shooter|ranking system|recurring boss|sega naomi|shooter|survival|text adventure|undead|vision obstruction|voice acting|word game|zombies
Old_Market_Simulator,3d|agriculture|atmospheric|co-op|early access|economy|exploration|family sharing|first-person|immersive sim|inventory management|life sim|management|medieval|multiplayer|online co-op|physics|resource management|singleplayer|stylized|trading,simulator
Survival_Quiz_CITY,anime|atmospheric|battle royale|colorful|cute|funny|multiplayer|online pvp|pvp|survival|third person|third person shooter,action|anime|casual|colorful|comedy|indie|mind quiz|platform|pvp|quiz/trivia|shooter|survival
Cats_Organized_Neatly,2d|atmospheric|cartoony|cats|colorful|comedy|cute|family friendly|funny|hand-drawn|memes|minimalist|open world|relaxing|singleplayer|steam achievements|steam cloud|stylized,2d|animals|atmospheric|card & board game|cartoon|cartoony|casual|cats|colorful|comedy|cozy|cute|family friendly|funny|hand-drawn|indie|logic puzzle|memes|minimalist|puzzle|relaxing|stylized|wholesome
Pummel_Party,4 player local|beat em up|board game|co-op|colorful|comedy|full controller support|funny|local co-op|local multiplayer|multiplayer|online co-op|online multiplayer|singleplayer|split screen,3d|action|arcade|bloody|board|card & board game|character customization|comedy|controller support|funny|genre shift|indie|local multiplayer|minigame|minigame collection|murder|party|remote play|steam achievements|stickman|traps|violence
Murky_Divers,action-adventure|atmospheric|co-op|dark|dungeon crawler|early access|exploration|family sharing|first-person|funny|horror|investigation|multiplayer|mystery|online co-op|pve|supernatural|survival horror|time management|underwater,action|adventure|horror|indie
Katana_Zero,2d|combat|cyberpunk|dash|death|dodge|full controller support|great soundtrack|pixel graphics|retro|singleplayer|steam achievements|story|traps,action|adventure|arcade|cyberpunk|digital distribution|indie|neo noir|netflix|pax east 2016|pax prime 2015|pax west 2016|pixel art|platform|previously on - netflix|speedrun mode|strategy
project_winter,co-op|full controller support|nature|online co-op|online multiplayer|steam achievements,action|adventure|indie|strategy|survival
tsugunohi,2d|atmospheric|dark|experimental|horror|linear|rpg maker|rpgmaker|side scroller|singleplayer|story rich|thriller|violent|walking simulator,action|adventure|casual|dark|horror|indie|story rich|walking simulator
Akai_Onna,3d|atmospheric|first-person|horror|immersive sim|linear|multiple endings|singleplayer|walking simulator,adventure|horror|indie|walking simulator
PANICORE,action roguelike|action-adventure|atmospheric|co-op|dark|family sharing|first-person|horror|multiplayer|online co-op|psychological|pve|roguelite|singleplayer|stealth|steam achievements|steam cloud|survival,action|adventure|horror|indie|online coop|psychological horror|survival|survival horror
MASAGORO,3d|first-person|gore|horror|singleplayer|steam achievements|steam cloud|story rich|violent|walking simulator|well-written,adventure|gore|horror|indie|psychological horror|violent
Besiege,blood|building|destruction|difficult|early access|funny|gore|in development|medieval|open world|overlay|physics|sandbox|singleplayer|steam workshop|third person,12th century|action|historical|indie|medieval|puzzle|sandbox|simulator|strategy|warfare
Hookah_Haze,2d|anime|atmospheric|choose your own adventure|colorful|cute|dark humor|dating sim|drama|emotional|family sharing|full controller support|funny|futuristic|life sim|pixel graphics|point and click|psychedelic|relaxing|singleplayer|text-based|visual novel,anime|colorful|cute|drama|funny|futuristic|pixel graphics|point-and-click|relaxing|romance|simulator|visual novel
Manifold_Garden,full controller support|singleplayer,adventure|apple arcade|digital distribution|exploration|gravity|indie|pax east 2014|playstation experience 2015|previously on - apple arcade|puzzle|surrealism
Cult_of_the_Lamb,2d|action roguelike|building|character customization|colony sim|colorful|comedy|controller|cute|dark humor|dungeon crawler|faith|fantasy|full controller support|funny|roguelite|singleplayer|steam achievements|steam cloud|steam trading cards|third person,action|adventure|animals|base building|colony simulator|comedy|cult|cute|dark|fantasy|hack and slash|indie|multiple endings|poop|roguelike|roguelite|rpg|shared screen|simulator|strategy
The_Battle_Cats,battle|cat|cats|cute|environment|fight|fire,cat|comedy|crab|demon|digital distribution|gorilla|pig|rabbit|rhinoceros|sheep|shiba inu|strategy
WWE_2K,children|match|multiplayer|online|training,action|arcade|fighting|sport
Boku_no_Natsuyasumi,singleplayer,adventure|simulator
Neva,2d|2d platformer|2d-платформер|anime|atmospheric|beautiful|colorful|emotional|family sharing|female protagonist|full controller support|great soundtrack|nature|puzzle platformer|relaxing|singleplayer|steam achievements|steam cloud|steam trading cards|walking simulator|протагонистка,2d|action|action-adventure|adventure|atmospheric|drama|fantasy|indie|nature|platform|puzzle|wolf
Heaven_Burns_Red,2d|3d|anime|cartoon|choices matter|choose your own adventure|comedy|crpg|cute|drama|emotional|exploration|female protagonist|in-app purchases|jrpg|party-based rpg|rpg|singleplayer|steam achievements|story rich|turn-based tactics|visual novel|протагонистка,adventure|all-girls school|anime|bishoujo|fantasy|female protagonist|gacha|jrpg|microtransaction|military|rpg|school life|science fiction|turn-based rpg|visual novel
Corpse_Party,achievements|anime|controller support|cute|dark|full controller support|gore|great soundtrack|horror|mature|multiple endings|pixel graphics|puzzles|rpg|rpg maker|rpgmaker|singleplayer|steam achievements|steam cloud|steam-trading-cards|story rich|survival horror|visual novel,adventure|fantasy|high school|horror|mystery|rpg|supernatural
Heavenly_Bodies,co-op|exclusive|full controller support|local co-op|local multiplayer|singleplayer,action|adventure|comedy|indie|qwoplike|science fiction|simulator|space|strategy
Detroit:_Become_Human,3rd-person perspective|action-adventure|america|atmospheric|beautiful|choices matter|cinematic|cyberpunk|detective|drama|dynamic narration|emotional|european|exclusive|exploration|female protagonist|full controller support|futurism|futuristic|great soundtrack|multiple endings|narration|remote play on tv|replay value|robots|sci-fi|singleplayer|steam achievements|steam cloud|story rich|third person|violent,action|adventure|androids|david cage|drama|female protagonist|investigation|multiple protagonists|mystery|neo noir|pax west 2017|science fiction|thriller
Return_of_the_Obra_Dinn,1-bit|detective|dinn|full controller support|gore|horror|mac-plus|mystery|obra|pirates|ship|singleplayer|steam achievements|time manipulation|violent,18th century|adventure|aquatic|death|deliberately retro|detective|digital distribution|ditherpunk|fantasy|historical|indie|murder mystery|mystery|non-linear storytelling|pax west 2017|polygonal 3d|puzzle|time manipulation
Marvel_Rivals,3d|co-op|competitive|cross-platform multiplayer|cyberpunk|free to play|full controller support|hero shooter|in-app purchases|moba|multiplayer|online co-op|online pvp|pvp|sci-fi|steam achievements|superhero|team-based|third person|third person shooter,action|free to play|marvel|online pvp|pvp|shooter|superhero|team-based
Raisond'etre,exploration|gothic|partial controller support|singleplayer|story rich|top-down|violent|visual novel,adventure|anime|gothic|horror|indie|multiple endings|visual novel
Buckshot_Roulette,3d|blood|dark|experimental|family sharing|first-person|fps|gambling|horror|multiplayer|partial controller support|psychological|roguelike|roguelite|singleplayer|steam achievements|surreal,action|horror|indie|russian roulette|simulator|strategy
Granblue_Fantasy,art|fantasy|japan|multiplayer|music,class-based|digital distribution|fantasy|free to play|guest character|jrpg|rpg|simulator|turn based strategy|turn-based combat
Lords_Mobile,3d|action rts|anime|cartoon|creature collector|cross-platform multiplayer|dragons|exploration|full controller support|hand-drawn|in-app purchases|magic|mmo|mmorpg|moba|multiplayer|online multiplayer|online pvp|pvp|real time tactics|rpg|rts|sandbox|singleplayer|spectacle fighter|strategy rpg|war|warhammer 40k,adventure|strategy
A_Dance_of_Fire_and_Ice,2d|singleplayer|steam achievements,2d|action|arcade|atmospheric|casual|difficult|great soundtrack|indie|level editor|music|music and rhythm|psychological horror
7_days_to_die,building|co-op|crafting|cross-platform multiplayer|early access|fps|full controller support|gore|horror|includes level editor|multiplayer|online co-op|open world|partial controller support|rpg|sandbox|singleplayer|steam achievements|steam-trading-cards|survival|survival horror|voxel|zombies,action|action-adventure|adventure|block-breaking|building|construction|crafting|crowdfunding|crowdfunding - kickstarter|day/night cycle|exploration|horror|indie|online multiplayer achievements|open world|pig|post-apocalyptic|rpg|sandbox|shooter|simulator|strategy|survival|survival horror|voxel|zombies
Thief_Simulator,singleplayer,action|adventure|indie|simulator|stealth|strategy|thief
Katamari_Damacy,2d|3d|boat|endless-runner|hand-drawn|infinite-runner|ldjam|ldjam49|ludum dare 49|pirates,adventure|budget title|character growth|collectibles|collecting|collection marathon|comedy|cow|dog|fantasy|game developers choice awards 2005|giant environment|interactive achievement awards 2005|level select map|licensed soundtrack|low-poly|meme origin|planet destruction|prince|ps2 classics|puzzle|rolling ball|royalty|silent protagonist|time limit|tiny protagonist|vending machine interaction|western published japanese games
100%_Orange_Juice,anime|board game|card game|cute|difficult|female protagonist|funny|great soundtrack|memes|multiplayer|singleplayer|stats|steam achievements|steam cloud|steam leaderboards|steam-trading-cards|turn-based|valve anti-cheat enabled,2d|animals|anime|battle|campaign|card & board game|casual|comedy|consolation achievements|conversation|cute|dice|difficult|digital distribution|downloadable content|female protagonist|funny|girls|great soundtrack|human|indie|kids|memes|steam|steam achievements|steam cloud|steam leaderboards|steam trading cards|strategy|survival horror|turn based strategy|turn-based
House_Flipper,building|education|lifestyle|singleplayer|steam achievements|vr,business|cockroach|indie|non-fiction|simulator
ALTF4,3d|3d platformer|action roguelike|cartoony|colorful|early access|exploration|medieval|mystery|partial controller support|physics|roguelike|runner|singleplayer|survival|third person,action|adventure|arcade
Minesweeper,bombs|map|room|tiles,puzzle
Carry_The_Glass,3d|3d platformer|action-adventure|building|cartoony|co-op|exploration|family friendly|family sharing|funny|lan co-op|linear|multiplayer|online co-op|parkour|partial controller support|physics|puzzle platformer|remote play together|shared/split screen co-op|split screen|steam achievements|steam cloud|third person,adventure|comedy|indie|online co-op|online multiplayer|platform|precision platforming|puzzle|puzzle platformer|simulator|steam
Fields_of_Mistria,2d|agriculture|anime|building|cooking|crafting|cute|dating sim|early access|family sharing|farming|farming sim|full controller support|life sim|mining|open world|pixel graphics|relaxing|romance|rpg|sandbox|singleplayer|кулинария|романтика,anime|cute|farming|farming simulator|indie|open world|romance|rpg|sandbox|simulator
Crime_Scene_Cleaner,atmospheric|co-op|comedy|crime|first-person|funny|great soundtrack|mature|moddable|multiplayer|open world|rpg|sandbox|singleplayer|third person|third person shooter,action|indie|simulator
Nobunaga's_Ambition,turn based strategy,historical|sandbox|strategy|warfare
Urban_Myth_Dissolution_Center,2d|2d platformer|2d-платформер|anime|choose your own adventure|detective|drama|exploration|family sharing|full controller support|horror|illuminati|mystery|pixel graphics|point and click|singleplayer|steam achievements|steam cloud|story rich|supernatural|text-based|visual novel|well-written,adventure|anime|anomaly|controller support|detective|female protagonist|horror|mystery|nextfest october 2024|pixel graphics|psychics|puzzle|steam cloud|supernatural|urban legends|visual novel
Elite_Exorcist_Miko,2d|action roguelike|anime|bullet hell|combat|crafting|cute|early access|family sharing|female protagonist|full controller support|pixel graphics|pve|retro|roguelike|roguelite|shoot em up|side scroller|singleplayer|steam achievements|steam cloud|twin stick shooter|протагонистка,action|bullet hell|indie|roguelike|shoot 'em up|shooter|side-scrolling
Vampire_Survivors,1980s|2d|action roguelike|action rpg|bullet hell|controller|dark fantasy|early access|full controller support|halloween|loot|metroidvania|pixel graphics|retro|roguelike|roguelite|rpg|score attack|singleplayer|spooky|steam achievements|touch-friendly|vampire,action|action roguelike|available on - apple arcade|bullet heaven|hack and slash|platform exclusive|power-ups|unlockable characters
One_Hand_Clapping,experimental|music|puzzle-platformer|singleplayer|unity|voice-controlled,action|adventure|educational|fantasy|indie|kids|music|party|platform|previously on - stadia pro|puzzle|strategy
Puyo_Puyo_Tetris,2d|anime|classic|colorful|competitive|cute|female protagonist|full controller support|funny|great soundtrack|horror|local multiplayer|multiplayer|online multiplayer|puzzles|singleplayer|split screen|steam achievements|steam cloud|steam leaderboards|steam-trading-cards,action|arcade|block matching|crossover|heterochromia|kids|launch titles|playstation trophies|puzzle|strategy
Dead_Cells,2d|atmospheric|difficult|early access|full controller support|great soundtrack|hack and slash|metroidvania|perma death|pixel graphics|procedural generation|replay value|roguelike|roguelite|rpg|side scroller|singleplayer|steam achievements|steam cloud,action|adventure|apple arcade|available on - apple arcade|metroidvania|platform
Wuthering_Waves,3d|action roguelike|anime|co-op|combat|cute|exploration|free to play|great soundtrack|hack and slash|in-app purchases|multiplayer|open world|partial controller support|post-apocalyptic|rpg|singleplayer|souls-like|story rich|third person|постапокалипсис,action|adventure|fantasy|free to play|gacha|open world|rpg|science fiction
Blue_Prince,3d|atmospheric|escape room|exploration|family sharing|first-person|full controller support|investigation|level editor|mystery|nonlinear|replay value|roguelite|singleplayer|steam achievements|steam cloud|story rich|stylized|walking simulator|квест-комната,3d|60 fps on consoles|adventure|animated cutscenes|atmospheric|church|collectibles|digging|dualsense support for pc|escape room|exploration|fish|fruits|game pass|gems|hidden secrets|indie|investigation|library|lore rich|male protagonist|mansion|mystery|nonlinear|puzzle|replay value|resource management|roguelike|shopping|simulated operating system|simulation|steam achievements|steam cloud|steam families|story rich|strategy|stylized|surreal|xbox achievements|xbox controller support for pc|xbox play anywhere
Back4Blood,battle|blood|boss|co-op|console|destruction|first-person|fps|friends|full controller support|gore|horror|multiplayer|offline|online|online co-op|online pvp|pve|pvp|replay value|roguelite|singleplayer|story|summer|survival|survival horror|violent|war|weapons|work|zombies,action|horror|pvp|replayability|rougelite|shooter|survival|survival horror|violent|zombies
Cuphead,2d|bullet hell|captions available|cartoon|cartoony|co-op|colorful|difficult|full controller support|funny|great soundtrack|hand-drawn|local co-op|retro|shoot em up|side scroller|singleplayer|steam achievements|steam cloud,action|adventure|arcade|comedy|fantasy|indie|platform|shooter
The_Boba_Teashop,3d|anime|atmospheric|conversation|crime|family sharing|female protagonist|first-person|horror|immersive sim|management|mystery|psychological|retro|singleplayer|stats|steam achievements|steam cloud|walking simulator|протагонистка,action|adventure|business|cozy|horror|indie|simulator|store management
Battleblock_Theater,2d|cats|co-op|comedy|difficult|full controller support|funny|great soundtrack|includes level editor|level editor|local co-op|local multiplayer|multiplayer|online co-op|online multiplayer|sandbox|singleplayer|split screen|stats|steam achievements|steam cloud|steam leaderboards|steam workshop|steam-trading-cards|team-based,achievements|action|action-adventure|adventure|avatar awards|betrayal|bink video|blocks|checkpoints|comedy|consolation achievements|controller recommendation|customizable characters|digital distribution|funny|games with gold|in-game map editor|indie|king of the hill|newgrounds|online multiplayer achievements|pax east 2011|pax east 2012|pax east 2013|pax east 2014|pax east 2016|pax prime 2010|pax prime 2011|pax prime 2012|pax prime 2013|pax prime 2014|pax prime 2015|pax west 2016|pax west 2017|platform|platform exclusive|previously on - xbox gamepass|previously on - xbox games with gold|puzzle|puzzle platformer|retail games with steam activation|steam|steam achievements|steam cloud|steam trading|steam trading cards|steam workshop|teleportation|xbox controller support for pc|xbox live|xbox one backwards compatibility
SUPERHOT,bullet hell|bullet time|bullet-time|cloud saves|cyberpunk|difficult|first-person|fps|full controller support|funny|horror|illuminati|kickstarter|minimalist|multiplayer|overlay|short|singleplayer|steam achievements|steam-trading-cards|tactical|time manipulation|time-manipulation,action|breaking the fourth wall|bullet time|crowd funded|crowdfunding|crowdfunding - kickstarter|cyberpunk|deliberately retro|game jam|gamescom 2014|humble bundle|indie|instant kill|low-poly|on-site procurement|polygonal 3d|previously on - stadia pro|puzzle|self-referential humor|shooter|simulated operating system|slow-motion|speedrun mode|steam greenlight|stylized|tactical|time manipulation|xbox one x enhanced
Construction_Simulator,america|automobile sim|building|city builder|co-op|driving|education|family friendly|female protagonist|first-person|full controller support|immersive sim|multiplayer|online co-op|open world|physics|realistic|relaxing|singleplayer|steam achievements|steam cloud|third person|transportation|протагонистка,building|business|construction|open world|sandbox|simulator|strategy
Lively_Chair_Simulator,3d|action-adventure|co-op|comedy|controller|fantasy|full controller support|funny|multiplayer|online co-op|online pvp|physics|pvp|singleplayer|steam achievements,action|indie|racing|simulator|strategy
Poppy_Playtime,1980s|action-adventure|atmospheric|cartoony|cute|dark|first-person|horror|lore-rich|mystery|physics|singleplayer|steam achievements|survival|survival horror|thriller,action|adventure|cartoony|dark|horror|indie|mascot horror|mystery|puzzle|story rich|survival|thriller
Strange_Horticulture,2d|alternate history|atmospheric|choices matter|collection|colorful|conversation|dark|detective|dreams|exploration|investigation|lovecraftian|mountains|multiple endings|mystery|nature|occult|plant|plants|point and click|relaxing|shop|singleplayer|steam achievements|steam cloud|steam trading cards|story|story rich|town,adventure|available on - luna plus|mystery|nature|plants|puzzle|relaxing|rpg|simulator
